Serial_No,Full_Name,Date_of_Birth,Age,Gender,Weight (kg),Height (cm),Contact_No,Date_of_Previous_Blood_Donation,Date_of_Next_Blood_Donation,Availability,Longitude,Latitude,Address,NIC No,Blood Group,Previous Blood Donated Campaign
Y17/D04134,Selma Husser,11/23/2002,17,Female,105.95,143.41,715837482,1/18/2020,5/10/2020,Available,6.812441,79.995734,"Moragahahena Road, Diyagama, Western Province 10320, LK",20023266066V,A+,CA/00125
Y17/D04135,Antione Onofrio,7/2/2002,17,Male,83.33,162.41,710113861,11/2/2020,2/22/2020,Available,6.931898,79.982554,"New Kandy Road, Kaduwela, Western Province 10150, LK",20029564682V,A+,CA/00185
Y17/D04136,Luisa Jurney,4/18/1998,21,Male,107.12,142.42,715837482,4/7/2020,7/28/2020,Available,6.876329,80.08676,"High Level Road, Meepe, Western Province 10500, LK",19985827878V,B+,CA/00167
Y17/D04140,Iluminada Ohms,8/6/1999,20,Male,67.96,175.33,715837482,1/1/2020,4/23/2020,Available,6.779115,80.149516,"Meepe-Ingiriya Road, Wewila, Western Province, LK",19996358825V,A+,CA/00150
Y17/D04141,Joanna Leinenbach,1/27/1992,28,Male,109.15,140.72,776372733,9/8/2020,12/29/2020,Available,6.798806,80.005753,"Kottawa Horana road, , Western Province, LK",19924817357V,AB+,CA/00176
Y17/D04142,Caprice Suell,8/12/1994,25,Female,100.78,147.75,776372733,9/6/2020,12/27/2020,Not Available,6.852292,80.197585,"Labugama-Kalatuwawa Forest Reserve, Labugama, Western Province, LK",19949682669V,A+,CA/00194
Y17/D04143,Stephane Myricks,9/18/1987,32,Female,56.17,185.23,776712741,11/28/2020,3/19/2020,Available,6.757506,79.953184,"Kesbewa - Kindelpitiya - Bandaragama Road, , Western Province, LK",19878739003V,A+,CA/00173
Y17/D04144,Quentin Swayze,4/16/1981,39,Male,101.37,147.25,776712741,10/31/2020,2/20/2020,Available,6.805364,80.086391,"Hendric Liyanage mawatha, Pahala Millawa North, Western Province, LK",19816524657V,AB+,CA/00186
Y17/D04145,Annmarie Castros,12/27/1984,35,Male,99.04,149.21,776372733,6/3/2020,9/23/2020,Available,6.842377,80.140932,"Siyambalawa Road, Thummodara, Western Province 10500, LK",19849738724V,A+,CA/00158
Y17/D04146,Shonda Greenbush,11/13/2001,18,Female,100.7,147.81,776372733,2/20/2020,6/12/2020,Available,6.867545,80.154285,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",20013635625V,B+,CA/00132
Y17/D04147,Cecil Lapage,6/17/1994,25,Male,85.52,160.57,776372733,10/25/2020,2/14/2020,Available,6.927769,80.096891,"Kaluaggala-Akarawita Road, , Western Province 10730, LK",19942401305V,O+,CA/00193
Y17/D04148,Jeanice Claucherty,8/8/1983,36,Male,70.53,173.16,715837482,5/18/2020,9/7/2020,Available,6.853188,79.993011,"Pinketha Road, Rukmalgama, Western Province 10118, LK",19833415507V,O+,CA/00157
Y17/D04150,Daniel Perruzza,8/26/2000,19,Female,60.76,181.38,776372733,4/17/2020,8/7/2020,Not Available,6.924132,80.110002,"Favourite Hanwella Pvt., Kosgama, Western Province 10730, LK",20005322269V,O+,CA/00166
Y17/D04151,Cassi Wildfong,5/18/1988,31,Male,108.94,140.89,710113861,5/22/2020,9/11/2020,Available,6.880472,80.187532,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19883199531V,O+,CA/00168
Y17/D04152,Britt Galam,12/26/2001,18,Male,73.02,171.07,776712741,8/21/2020,12/11/2020,Available,6.765637,79.89646,"Bolgoda Park Hotel, Panadura, Western Province 12500, LK",20013600469V,B+,CA/00190
Y17/D04156,Lonna Diestel,10/7/1998,21,Female,75.51,168.98,710113861,12/23/2020,4/13/2020,Available,6.839789,80.111179,"Godagama-Padukka Road, Padukka WP, Western Province 10500, LK",19983683190V,O+,CA/00184
Y17/D04157,Cristal Samara,6/20/1999,20,Male,59.52,182.42,776712741,1/27/2020,5/19/2020,Available,6.973709,79.901154,"Jambuwatte Road, Wevelduwa, Western Province 11300, LK",19995101665V,O+,CA/00159
Y17/D04158,Kenneth Grenet,10/17/1991,28,Male,89.88,156.91,776372733,3/2/2020,6/22/2020,Available,6.87667,80.048313,"Wewahena Road, Nawalamulla, Western Province 10200, LK",19917181851V,O+,CA/00138
Y17/D04159,Elli Mclaird,9/7/1990,29,Female,109.38,140.53,710113861,6/1/2020,9/21/2020,Available,6.878419,80.146488,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19905557051V,B+,CA/00171
Y17/D04160,Alline Jeanty,2/4/1990,30,Female,69.38,174.14,776372733,4/3/2020,7/24/2020,Available,6.939,79.917619,"name, Kotikawatte, Western Province 09000, LK",19909177207V,O+,CA/00141
Y17/D04161,Sharika Eanes,8/21/2001,18,Male,73.56,170.62,710113861,3/3/2020,6/23/2020,Available,6.988858,79.883307,"Madama Road, Nayakanda, Western Province 11104, LK",20012147408V,O+,CA/00131
Y17/D04163,Daniela Comnick,12/28/1987,32,Male,77.58,167.24,710113861,7/30/2020,11/19/2020,Available,6.776045,80.002363,"Colombo - Horana Road, Palannoruwa, Western Province 12404, LK",19871023078V,O+,CA/00178
Y17/D04164,Cecilia Colaizzo,3/13/1995,25,Male,83.78,162.04,715837482,4/14/2020,8/4/2020,Available,6.776966,79.951123,"Makandana Road, Batuwandara, Western Province 10320, LK",19952482206V,A+,CA/00145
Y17/D04165,Leslie Threets,9/28/1978,41,Male,60.66,181.46,715837482,3/19/2020,7/9/2020,Available,6.943151,80.141485,"High Level Road, Kosgama, Western Province 10730, LK",19788894828V,A+,CA/00144
Y17/D04167,Izetta Dewar,1/24/1976,44,Male,80.9,164.45,710113861,7/13/2020,11/2/2020,Available,6.949754,80.028252,"Malwana-Dompe Road, Karabugas Junction, Western Province Dompe, LK",19767310085V,B+,CA/00196
Y17/D04168,Tegan Arceo,5/24/1998,21,Male,62.8,179.67,715837482,4/10/2020,7/31/2020,Available,6.875723,80.147242,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19983610268V,O+,CA/00130
Y17/D04170,Joni Breland,7/14/1979,40,Male,80.72,164.61,715837482,10/21/2020,2/10/2020,Available,6.849103,79.862559,"Ediriweera Avenue, Dehiwala, Western Province 10370, LK",19794865451V,O+,CA/00191
Y17/D04174,Ryan Harnos,3/16/2001,19,Male,85.93,160.23,710113861,7/6/2020,10/26/2020,Available,6.742691,80.04157,"Batuwita-Kulupana Road, Kananwila, Western Province 12404, LK",20015740800V,A+,CA/00183
Y17/D04175,Jess Chaffins,10/15/1995,24,Female,65.98,176.99,715837482,7/18/2020,11/7/2020,Available,6.897629,79.990582,"M.D.H Jayawardana Road, Korathota, Western Province 10150, LK",19955673369V,O+,CA/00175
Y17/D04176,Sharen Bourbon,11/20/1977,42,Male,60.54,181.57,776712741,10/21/2020,2/10/2020,Available,6.907009,80.065421,"Colombo-Hanwella Low Level Road, Siyambalagas Junction, Western Province, LK",19774286845V,O+,CA/00195
Y17/D04177,Nickolas Juvera,8/27/1984,35,Male,76.63,168.04,776712741,11/12/2020,3/3/2020,Available,6.986042,79.901463,"Station Road, Wattala, Western Province 11104, LK",19848376426V,B+,CA/00179
Y17/D04178,Gary Nunlee,7/10/1992,27,Male,101.01,147.56,715837482,5/4/2020,8/24/2020,Available,6.816607,80.106779,"Mahingala-Udumulla Road, Malagala WP, Western Province 10500, LK",19921591026V,AB+,CA/00123
Y17/D04179,Diane Devreese,11/29/1981,38,Male,80.57,164.73,776712741,10/29/2020,2/18/2020,Available,6.903331,80.152415,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19811218704V,A+,CA/00197
Y17/D04180,Roslyn Chavous,7/27/1998,21,Female,108.47,141.28,776372733,3/17/2020,7/7/2020,Available,6.987277,79.93289,"Mahara Jogging Track, Mahara, Western Province 11300, LK",19982064662V,A+,CA/00169
Y17/D04181,Glory Schieler,11/1/1980,39,Female,51.76,188.94,776712741,6/26/2020,10/16/2020,Available,6.824119,80.05536,"Dampe Purana Temple, Dampe, Western Province, LK",19805913295V,O+,CA/00124
Y17/D04182,Rasheeda Sayaphon,10/10/1986,33,Male,79.51,165.62,710113861,1/17/2020,5/9/2020,Available,6.895513,80.1946,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19863418235V,O+,CA/00153
Y17/D04183,Alpha Palaia,9/5/1997,22,Male,71.5,172.36,710113861,2/28/2020,6/20/2020,Available,6.974898,79.916868,"University of Kelaniya, Wevelduwa, Western Province 11300, LK",19974665131V,B+,CA/00127
Y17/D04184,Refugia Jacobos,12/8/1979,40,Female,63.7,178.91,776372733,12/4/2020,3/25/2020,Available,6.829405,79.933263,"Arewwala-Bokundara Road, Bokundara, Western Province 10300, LK",19797157106V,B+,CA/00187
Y17/D04185,Shawnda Yori,8/28/1996,23,Male,56.77,184.73,715837482,5/28/2020,9/17/2020,Available,6.896894,80.173196,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19965248540V,O+,CA/00162
Y17/D04186,Mona Delasancha,10/27/1990,29,Male,63.03,179.47,710113861,1/20/2020,5/12/2020,Available,6.867284,80.219449,"Iddamalgoda Road, Bandarahena, Sabaragamuwa Province, LK",19904302120V,A+,CA/00151
Y17/D04187,Gilma Liukko,11/25/1979,40,Female,88.71,157.89,715837482,8/31/2020,12/21/2020,Available,6.883621,79.984362,"Bakmeegaha Road, Hokandara North, Western Province 10118, LK",19794356649V,A+,CA/00177
Y17/D04189,Lili Paskin,10/13/1994,25,Male,102.41,146.38,715837482,6/15/2020,10/5/2020,Available,6.89034,80.152842,"Kadugoda Road, Waga, Western Province, LK",19945000323V,A+,CA/00137
Y17/D04190,Loren Asar,9/3/1975,44,Female,88.09,158.41,776712741,5/2/2020,8/22/2020,Available,6.904113,80.178808,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19758913700V,A+,CA/00135
Y17/D04191,Dorothy Chesterfield,3/1/1977,43,Male,84.66,161.29,776712741,3/13/2020,7/3/2020,Available,6.978114,80.113504,"Pugoda - Mandawala Road, Pugoda, Western Province, LK",19776560116V,AB+,CA/00170
Y17/D04193,Catalina Tillotson,8/25/2000,19,Male,102.3,146.47,776372733,6/10/2020,9/30/2020,Available,6.821361,80.142745,"Meepe-Ingiriya Road, Malagala WP, Western Province, LK",20009058814V,O+,CA/00165
Y17/D04194,Lawrence Lorens,12/16/1978,41,Female,52.24,188.54,776372733,8/31/2020,12/21/2020,Available,6.909863,80.18288,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19786583195V,AB+,CA/00182
Y17/D04196,Thaddeus Ankeny,9/21/1983,36,Female,52.95,187.94,710113861,4/15/2020,8/5/2020,Available,6.820575,80.068043,"Madulawa road, , Western Province 10500, LK",19837953642V,A+,CA/00143
Y17/D04197,Jovita Oles,1/6/1994,26,Male,52.66,188.19,776372733,5/16/2020,9/5/2020,Available,6.978881,79.974397,"Biyagama Kadawatha by road, Galwala Handiya, Western Province 11640, LK",19949687307V,O+,CA/00172
Y17/D04199,Lai Harabedian,7/13/1997,22,Female,65.25,177.6,776712741,4/12/2020,8/2/2020,Available,6.961104,79.854034,"De Saram Lane, Colombo, Western Province 01200, LK",19975080262V,B+,CA/00164
Y17/D04200,Brittni Gillaspie,3/4/1981,39,Male,77.62,167.21,710113861,9/15/2020,1/5/2020,Available,6.758428,80.104304,"Millawa road, Gorokgoda, Western Province, LK",19818535013V,B+,CA/00188
Y17/D04201,Raylene Kampa,1/11/1995,25,Male,100.36,148.1,710113861,11/2/2020,2/22/2020,Not Available,6.953301,79.91292,"Eksath Mawatha, Kelaniya, Western Province 11300, LK",19956838179V,O+,CA/00192
Y17/D04202,Flo Bookamer,6/6/1975,44,Female,95.01,152.6,710113861,5/12/2020,9/1/2020,Available,6.754617,80.05327,"Galagedara-Horana Road, Aramanagolla, Western Province 12400, LK",19752082060V,O+,CA/00129
Y17/D04203,Jani Biddy,11/17/1984,35,Female,101.74,146.94,776372733,4/22/2020,8/12/2020,Available,6.745213,79.951656,"Hirana Road, , Western Province 12500, LK",19842200077V,O+,CA/00163
Y17/D04204,Chauncey Motley,6/14/1986,33,Female,61.86,180.45,776712741,7/8/2020,10/28/2020,Available,6.879357,80.124868,"Gammana, Waga, Western Province 10500, LK",19861386300V,B+,CA/00189
Y17/D04205,Desjardiws Ena,5/25/1995,24,Female,70.94,172.82,715837482,1/13/2020,5/5/2020,Available,6.727421,79.899997,"Galle Road New Deviation, , Western Province, LK",19956822860V,B+,CA/00146
Y17/D04206,Siena Vince,5/11/2000,19,Male,57.72,183.93,776372733,1/6/2020,4/28/2020,Available,6.861932,80.068753,"State Printing Corporation, Meepe, Western Province 10500, LK",20006873446V,B+,CA/00133
Y17/D04208,Chudej Amira,2/20/1982,38,Male,97.07,150.87,776712741,2/17/2020,6/9/2020,Available,6.781955,80.068708,"Galagedara-Horana Road, Ihala Millawa South, Western Province, LK",19828715638V,A+,CA/00160
Y17/D04211,Maker Paulina,2/5/1998,22,Male,95.54,152.15,710113861,4/11/2020,8/1/2020,Available,6.853625,80.19444,"Kalatuwawa Tank, Labugama, Western Province, LK",19989780300V,A+,CA/00156
Y17/D04214,Bewley Maybelle,3/17/1999,21,Female,57.04,184.5,715837482,1/30/2020,5/22/2020,Available,6.909851,79.848703,"19th Lane, Colombo, Western Province 00300, LK",19994445431V,B+,CA/00128
Y17/D04215,Pylant Camellia,4/21/1998,21,Male,63.19,179.34,776372733,10/29/2020,2/18/2020,Available,6.763549,79.986941,"Southern Expressway, Godigamuwa West, Western Province 12404, LK",19987567578V,A+,CA/00180
Y17/D04216,Nybo Roy,5/2/1979,40,Female,77.75,167.1,710113861,1/20/2020,5/12/2020,Available,6.888717,80.144877,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19794107681V,O+,CA/00155
Y17/D04217,Sonier Albert,12/24/1999,20,Male,69.57,173.98,776372733,2/9/2020,6/1/2020,Available,6.867798,79.951973,"Weera Mawatha, Polwatte Junction, Western Province 10230, LK",19992263904V,B+,CA/00140
Y17/D04218,Taghon Hayley,11/6/1988,31,Male,101.4,147.23,776712741,12/19/2020,4/9/2020,Available,6.869191,80.037781,"Pelandagoda Road, Ranaviru Gammanaya, Western Province 10200, LK",19885440579V,O+,CA/00174
Y17/D04219,Daleo Norah,3/28/1980,40,Male,93.03,154.26,776372733,4/15/2020,8/5/2020,Available,6.847225,80.008774,"Courts Road, Pitipana Junction, Western Province 10200, LK",19801490591V,B+,CA/00147
Y17/D04220,Sidhu Rosina,4/7/2001,19,Male,61.98,180.36,776372733,2/22/2020,6/14/2020,Available,6.791029,80.03334,"Ankuttawala Road, Thalagala, Western Province, LK",20016264227V,A+,CA/00161
Y17/D04221,Costeira Royal,7/3/1985,34,Male,79.48,165.64,715837482,3/8/2020,6/28/2020,Available,6.975053,79.891636,"Kalyani Mawatha, Wattala, Western Province 11104, LK",19854354279V,A+,CA/00149
Y17/D04222,Nicley Barrie,2/12/2001,19,Male,67.69,175.55,715837482,3/14/2020,7/4/2020,Available,6.782811,80.146619,"Meepe-Ingiriya Road, Wewila, Western Province, LK",20017050707V,A+,CA/00126
Y17/D04223,Gedman Linsey,6/3/1990,29,Male,77.45,167.36,776712741,1/8/2020,4/30/2020,Available,6.911198,79.940055,"7th Lane, 8th Mile Post Thalahena WP, Western Province 10115, LK",19905928311V,AB+,CA/00139
Y17/D04224,Bourbonnais Laura,2/5/2002,18,Male,71.78,172.12,776372733,2/9/2020,6/1/2020,Available,6.885298,80.003932,"Kaduwela Athurugiriya Road, Korathota, Western Province 10150, LK",20023413094V,B+,CA/00154
Y17/D04226,Ellerbusch Kristian,1/4/1982,38,Female,66.69,176.39,776712741,4/4/2020,7/25/2020,Available,6.890866,80.152991,"Kadugoda Road, Waga, Western Province, LK",19827074602V,AB+,CA/00136
Y17/D04227,Julye Gwen,10/29/2000,19,Male,74.23,170.06,776712741,9/3/2020,12/24/2020,Available,6.792951,80.054237,"Kottawa Horana road, , Western Province, LK",20004883088V,O+,CA/00181
Y17/D04228,Majorga Ben,7/20/1978,41,Male,71.59,172.28,776712741,5/2/2020,8/22/2020,Available,6.936268,79.840763,"Colombo Lighthouse, Colombo, Western Province 00100, LK",19781353914V,B+,CA/00142
Y17/D04229,Oto Trina,12/5/1993,26,Female,86.34,159.88,715837482,3/16/2020,7/6/2020,Available,6.854418,79.871886,"Jayawardane Place, Karagampitiya, Western Province 10350, LK",19939047329V,O+,CA/00148
Y17/D04230,Geffers Emelda,7/26/2000,19,Male,88.98,157.66,710113861,6/28/2020,10/18/2020,Available,6.82376,80.161056,"Udagama Road, , Western Province, LK",20003479703V,A+,CA/00134
Y17/D04231,Ploszaj Zana,5/26/2000,19,Male,98.71,149.49,776372733,3/29/2020,7/19/2020,Available,6.942383,80.128359,"Dathurugoda Road, Kosgama, Western Province 10730, LK",20003405279V,A+,CA/00152
Y17/D04232,Rael Shaun,7/9/1985,34,Male,76.7,167.98,710113861,12/23/2020,4/13/2020,Not Available,6.751447,79.888607,"Galle Road New Deviation, Moratuwa, Western Province 10400, LK",19855885508V,A+,CA/00184
Y17/D04233,Lobosco Oren,2/19/1996,24,Male,73.99,170.26,715837482,1/18/2020,5/10/2020,Available,6.772292,79.928143,"Batakettara - Madapatha Road, Batakettara, Western Province 10300, LK",19964561763V,O+,CA/00125
Y17/D04235,Boudrie Pearlene,7/20/1987,32,Male,88.06,158.44,776712741,11/2/2020,2/22/2020,Available,6.892767,79.935998,"Akuregoda Road, Sri Jayawardenapura Kotte, Western Province 10120, LK",19879788160V,B+,CA/00192
Y17/D04236,Bonalumi Kathryn,6/23/1998,21,Female,94.43,153.08,776372733,9/6/2020,12/27/2020,Available,6.967837,79.960171,"Biyagama Makola Road, Keselpandura Junction, Western Province 11640, LK",19984900975V,A+,CA/00194
Y17/D04237,Landa Suzan,3/21/1998,22,Male,97.67,150.36,715837482,1/13/2020,5/5/2020,Available,6.907013,79.883082,"Model Farm Road, Colombo, Western Province 00800, LK",19984995154V,A+,CA/00146
Y17/D04238,Agar Sommer,3/31/1988,32,Female,109.46,140.45,776712741,7/8/2020,10/28/2020,Available,6.948193,79.85613,"Wharf Road, Colombo, Western Province 01200, LK",19882494010V,A+,CA/00189
Y17/D04240,Hinkson Rupert,10/18/2000,19,Male,95.9,151.85,710113861,1/27/2020,5/19/2020,Available,6.932988,80.027294,"Hanwella - Malwana Road, , Western Province Dompe, LK",20005975978V,A+,CA/00159
Y17/D04241,Poarch Aleta,3/11/1978,42,Male,101.43,147.2,776712741,2/20/2020,6/12/2020,Available,6.985594,79.86934,"Preethipura Road, Hekitta, Western Province 11104, LK",19784418564V,A+,CA/00132
Y17/D04242,Korczynski Jamal,10/7/1982,37,Male,67.04,176.1,715837482,12/19/2020,4/9/2020,Available,6.905316,80.119992,"Kaluaggala-Labugama-Kalatuwawa Road, Brandigampala (WP), Western Province 10730, LK",19823396914V,B+,CA/00174
Y17/D04243,Broccoli Luz,11/19/1979,40,Male,95.39,152.28,710113861,8/21/2020,12/11/2020,Available,6.882385,80.191022,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19796386450V,A+,CA/00190
Y17/D04244,Ruthers Janessa,3/23/1997,23,Male,62.9,179.58,776712741,12/4/2020,3/25/2020,Available,6.912054,80.149982,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19978761353V,B+,CA/00187
Y17/D04245,Esco Lavonne,11/12/1988,31,Female,73.58,170.6,715837482,8/31/2020,12/21/2020,Available,6.913406,80.225203,"Avissawella - Ratnapura Road, Meennana, Sabaragamuwa Province, LK",19881358698V,B+,CA/00177
Y17/D04246,Lymaster Honey,6/27/1992,27,Male,108.08,141.62,776372733,2/9/2020,6/1/2020,Available,6.962369,80.156956,"Manakada Road, Boralugoda, Western Province 10730, LK",19927470380V,A+,CA/00154
Y17/D04247,Cecchinato Jean,1/14/1996,24,Male,90.15,156.68,710113861,9/15/2020,1/5/2020,Not Available,6.754792,79.988879,"Weediyagoda-Weedhagama Road, Godigamuwa West, Western Province 12404, LK",19966385387V,AB+,CA/00188
Y17/D04248,Flitcroft Katlyn,11/18/1981,38,Female,92.65,154.58,776372733,10/21/2020,2/10/2020,Available,6.833392,80.029272,"Waidya Mawatha, Meegoda, Western Province 10200, LK",19816138954V,O+,CA/00191
Y17/D04249,Soros Cassie,9/10/1988,31,Female,99.47,148.85,715837482,6/10/2020,9/30/2020,Available,6.82236,80.115723,"Mahingala-Udumulla Road, Malagala WP, Western Province 10500, LK",19882910959V,B+,CA/00165
Y17/D04250,Gene Rolf,3/8/1995,25,Male,73.18,170.94,776372733,4/7/2020,7/28/2020,Available,6.880572,80.010799,"Oruwala Road, Mullegama, Western Province 10200, LK",19956875978V,A+,CA/00167
Y17/D04251,Moothart Darnell,6/20/1996,23,Male,104.13,144.93,776712741,4/17/2020,8/7/2020,Available,6.816522,79.930671,"Aberathna Mawatha, Makuluduwa, Western Province 10300, LK",19965919533V,B+,CA/00166
Y17/D04252,Fraize Cherilyn,6/17/2001,18,Male,68.96,174.49,776712741,5/2/2020,8/22/2020,Not Available,6.956263,80.0217,"Malwana Dekatana Road, Karabugas Junction, Western Province 11672, LK",20016265238V,O+,CA/00142
Y17/D04253,Lazzaro Lynda,10/3/1980,39,Male,90.37,156.49,776372733,7/18/2020,11/7/2020,Available,6.946246,80.092355,"Hanwella-Pugoda Road, Pepiliyawala, Western Province, LK",19807443037V,A+,CA/00175
Y17/D04254,Capelli Leigha,9/28/1989,30,Male,71.57,172.29,710113861,4/15/2020,8/5/2020,Available,6.920893,79.84536,"Galle Face Drive, Colombo, Western Province 00100, LK",19891847845V,AB+,CA/00147
Y17/D04255,Binnie Delfina,2/14/1994,26,Male,90.24,156.61,715837482,3/2/2020,6/22/2020,Available,6.98387,80.12388,"Hanwella-Pugoda Road, Pepiliyawala, Western Province, LK",19943194684V,A+,CA/00138
Y17/D04257,Helger Alida,12/14/2002,17,Male,87.77,158.68,776712741,5/16/2020,9/5/2020,Available,6.969431,80.129578,"Kosgama-Pugoda Road, Boralugoda, Western Province 10730, LK",20022438799V,AB+,CA/00172
Y17/D04258,Resureccion Donte,2/14/1993,27,Male,54.47,186.66,710113861,5/4/2020,8/24/2020,Available,6.750353,79.888979,"Galle Road New Deviation, Moratuwa, Western Province 10400, LK",19937077773V,A+,CA/00123
Y17/D04259,Kriner Lou,4/8/1994,26,Male,70.89,172.86,776712741,4/3/2020,7/24/2020,Available,6.971008,80.211388,"Free Trade zone Road, Avissawella, Western Province, LK",19948463558V,B+,CA/00141
Y17/D04261,Sanborn Genevive,6/2/1983,36,Male,92.96,154.32,776372733,4/22/2020,8/12/2020,Available,6.882199,80.01078,"Oruwala Road, Mullegama, Western Province 10200, LK",19834073828V,A+,CA/00163
Y17/D04262,Strawbridge Alease,8/24/1992,27,Male,59.6,182.35,776372733,11/28/2020,3/19/2020,Available,6.827532,80.155748,"Kandanapitiya Road, Wewila, Western Province, LK",19921868837V,A+,CA/00173
